address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated
1-я линия В.О. 18,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.94051,30.290868,1309.0,Лиду,3.0,1327777862.0
Марата 14,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.929263,30.354657,1310.0,Близнецы,3.0,1339437676.0
Потаповский пер. 5К2,154.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.761674,37.640632,1311.0,Тема,3.0,1488559318.0
Сакко и Ванцетти 99,6.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.82768,60.591842,1312.0,Asado,3.0,1440257557.0
Савушкина 119К3,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.988518,30.226288,1313.0,La Cucaracha,3.0,1373031909.0
Воеводина 4,1.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.836372,60.601562,1314.0,Bo-Bo,3.0,1388432846.0
просп. Ленина 32К34,21.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.837652,60.606269,1315.0,Rosy Jane,3.0,1467396535.0
Ленинский просп. 28,32.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.71342,37.588467,1316.0,Cafe Calvados,3.0,1481889397.0
Коровий вал 9а,8.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.728941,37.618659,1317.0,Свет звезд,3.0,1376911266.0
ул. 50 лет Октября 19,14.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.738001,55.971214,1318.0,Браухаус,3.0,1483203095.0
Кронштадтский б-р 15,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.845618,37.504609,1319.0,Трактир Е-95,3.0,1354875385.0
Комарова 5,45.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.819575,56.055763,1320.0,Биатлон,3.0,1487843528.0
Карла Маркса 23,1.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.725706,55.940348,1321.0,Баскин Роббинс,3.0,1393604952.0
Фрунзенская наб. 18д,88.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.729382,37.592006,1322.0,Причал торпедных катеров,3.0,1483943785.0
Пятницкая 25К1,1.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.74182,37.63014,1323.0,Cafemax,3.0,1395200900.0
Кузнецкий мост 12,127.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.761639,37.621157,1324.0,"Кузнецкий Мост, 12",3.0,1488648192.0
Вавилова 97,13.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.675489,37.540991,1325.0,Балкон,3.0,1448129201.0
Фрунзенская наб. 16д,1.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.729863,37.591279,1326.0,Мама Зоя,3.0,1453931483.0
Садовая-Самотечная 16К2,71.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.77312,37.618093,1327.0,Сыр,3.0,1489550753.0
Тверская 24К2,61.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.768142,37.600576,1328.0,Пекинская утка,3.0,1468589422.0
Б.Садовая 10,26.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.766901,37.592887,1329.0,Кофе Хауз,3.0,1480107978.0
Рубинштейна 29,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.926837,30.341973,1330.0,Белый кофе,3.0,
Караванная 9,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.93431,30.34099,1331.0,Япона мать,3.0,
Пятницкая 5,36.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.745093,37.627553,1332.0,Coffee Bean,3.0,1479124724.0
Серова 6К1,1.0,134.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,45.026189,41.940589,1333.0,Виктория,3.0,1478424395.0
Б.Грузинская 62,2.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.772684,37.585763,1334.0,Макарони,3.0,1456320260.0
Ново-Садовая ,0.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.229862,50.177664,1335.0,Планета суши,3.0,1370628649.0
Спортивная 5,0.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.187834,50.122453,1336.0,Коматозо,3.0,
Ленинградская 32,10.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.187823,50.090249,1337.0,Марлин,3.0,1470567455.0
Куйбышева 100,4.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.18989,50.0898,1338.0,У Палыча,3.0,1489666174.0
Среднеохтинский просп. 33К15,5.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.95516,30.415842,1339.0,Глухарь на Охте,3.0,1417604168.0
Ватутина 8,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.96203,30.379765,1340.0,Папина кухня,3.0,1314860083.0
просп. Просвещения 69,7.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,60.039813,30.395962,1341.0,Пятый элемент,3.0,1455697261.0
Спортивная 14,5.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.191594,50.123909,1342.0,Beerлога,3.0,1481733577.0
Коммунистическая 27,10.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.200787,50.142163,1343.0,Beerhouse,3.0,1425834912.0
Лаврушинский пер. 15К1,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.741703,37.621579,1344.0,Артиссимо,3.0,1334495485.0
Советской Армии 235,13.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.233069,50.188174,1345.0,Beerлога,3.0,1440098196.0
Молодогвардейская 223,3.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.207912,50.123873,1346.0,Beerлога,3.0,1371402845.0
Банный пер. 3,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.786384,37.636626,1347.0,Аквариус,3.0,1331835743.0
Староваганьковский пер. 7К19,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.750905,37.606227,1348.0,Алое,3.0,
пос. Краснообск ,7.0,99.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.920899,82.985054,1349.0,Кабачок у Йорика,3.0,1390618243.0
просп. 60-летия Октября ,74.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.697833,37.577642,1350.0,Черноморская Ривьера,3.0,1488652648.0
Б. 8 ,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.747414,37.645205,1351.0,Сипадан,3.0,1288269410.0
Рихарда Зорге ,1.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.763789,56.003194,1352.0,Арагви,3.0,1457437458.0
Чонгарский б-р 19,9.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.652842,37.60673,1353.0,Шеш-Беш,3.0,1473342439.0
Садовая-Триумфальная 10К1,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.770836,37.600675,1354.0,Старый погреб,3.0,
Новослободская 3,3.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.779059,37.600711,1355.0,Мока-Лока,3.0,1382278001.0
Комсомольский просп. 21К2,152.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.7282,37.585538,1356.0,Кофемания,3.0,1487968971.0
Сретенка 22К1,61.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.769524,37.632655,1357.0,Coffee Bean,3.0,1488125751.0
Красноказарменная 23,1.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.753544,37.712803,1358.0,Рис и Лапша,3.0,1353327582.0
Покровка 35К1,5.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.761345,37.650594,1359.0,Камадо,3.0,1432384053.0
Наметкина 21,2.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.663532,37.556217,1360.0,Пати,3.0,1415186801.0
наб. реки Фонтанки 108,69.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.921313,30.318895,1361.0,Dickens,3.0,1489611385.0
Ломоносова 6,26.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.929777,30.333969,1362.0,Fiolet,3.0,1484769732.0
просп. 60-летия Октября 5К3,39.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.703221,37.580562,1363.0,Анджело,3.0,1488203807.0
Б.Грузинская 57К1,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.771423,37.583284,1364.0,Атлас,3.0,1354134860.0
Покровка 33К22,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.760975,37.649984,1365.0,Коммерсант,3.0,
Н.Арбат 1К1,37.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.752678,37.599022,1366.0,Кофе Хауз,3.0,1475995766.0
Чистопрудный б-р 1,2.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.765124,37.638907,1367.0,Богемия,3.0,1475503216.0
Спиридоньевский пер. 9,12.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.76247,37.593902,1368.0,Дон Педро,3.0,1473516839.0
Собинова 45,1.0,169.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,57.622834,39.882441,1369.0,Светлана,3.0,1459035263.0
Большой просп. В.О. 19,23.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.940037,30.284068,1370.0,Тан Жен,3.0,1481884848.0
Ср.Первомайская 15,1.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.795322,37.80877,1371.0,Сет а Муа,3.0,1350374596.0
Фурштатская 46,2.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.945756,30.362787,1372.0,Robertino,3.0,1381821343.0
Б.Кисельный пер. 15К1,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.764921,37.629161,1373.0,As,3.0,1332235920.0
Лесной просп. 48,33.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.981523,30.342485,1374.0,Лесной,3.0,1472739514.0
19 К1,4.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.612243,37.796768,1375.0,Толстый Мо,3.0,1354192419.0
Тверская 31,3.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.76917,37.596642,1376.0,Бриошь,3.0,1396802913.0
Большой просп. П.С. 32,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.95762,30.298513,1377.0,Морковка,3.0,1378228699.0
Московский 198,9.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.861028,30.322587,1378.0,Ян Гон,3.0,1486936338.0
Филипповский пер. 13К1,3.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.750155,37.598402,1379.0,Кафе «На Филипповском»,3.0,1345287681.0
Карла Маркса 17а,3.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.340136,43.941056,1380.0,Essen,3.0,1404994949.0
Горького 160,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.317233,44.009319,1381.0,Don Chico,3.0,
просп. Гагарина 156,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.259418,43.973512,1382.0,Вдвое лучше,3.0,1333655843.0
Минина 12,2.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.328529,44.015455,1383.0,Sofie & Serge,3.0,1401337639.0
Нижневолжская наб. 17,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.324461,44.00189,1384.0,Восточная сказка,3.0,
Б.Печерская 11,7.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.325769,44.017215,1385.0,Барин,3.0,1452248928.0
Б.Спасская 11К1,2.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.773808,37.639491,1386.0,Трактир на Спасской,3.0,1415706796.0
Молодогвардейская 204,12.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.201963,50.109122,1387.0,Планета суши,3.0,1399547975.0
Линейная 51,6.0,99.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.052649,82.925981,1388.0,Сицилия,3.0,1468226202.0
Лыжный пр. 14,50.0,87.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,68.945806,33.114237,1389.0,69-я параллель,3.0,1487412587.0
Полтавская 5К29,102.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.927549,30.368994,1390.0,Джельсомино,3.0,1483577826.0
Коллонтай 30К1,1.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.923545,30.482551,1391.0,Галс,3.0,1396033412.0
просп. Ленина ,0.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.839774,60.615072,1392.0,Магия кино,3.0,
Боткинская 1,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.958264,30.355807,1393.0,Вариант,3.0,1342561585.0
Нарвский просп. 15,2.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.904017,30.273548,1394.0,Бруклин,3.0,1432446746.0
Демьяна Бедного 19,6.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,60.045403,30.38997,1395.0,Бегемот,3.0,1445268033.0
Гаванская 35,3.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.934704,30.239332,1396.0,Борей,3.0,1431279604.0
Курская 31,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.910451,30.356661,1397.0,Бонанэ,3.0,1325065808.0
Марата 10,216.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.929822,30.354999,1398.0,Жан Жак Руссо,3.0,1460830443.0
Покровка 40б,8.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.761143,37.652463,1399.0,Восточный дворик,3.0,1461520523.0
Камергерский пер. 5,212.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.760469,37.614491,1400.0,Gusto,3.0,1483954327.0
Волжский б-р 27К1,19.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.704083,37.751008,1401.0,Гавайи,3.0,1472149207.0
просп. Октября 138,33.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.779567,56.032074,1402.0,McDonald`s,3.0,1484747151.0
Ижорская 4,12.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.317797,44.018823,1403.0,Pronto Pizza e Pasta,3.0,1478501395.0
Перерва 43,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.659835,37.747666,1404.0,Восточный базар,3.0,1340138455.0
Ащеулов пер. 9,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.767712,37.634595,1405.0,Рояль,3.0,1399390474.0
Гребной канал ,2.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.324461,44.00189,1406.0,Нептун,3.0,1399211560.0
Пискунова 41,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.325669,44.013559,1407.0,Бродвей-пицца,3.0,1339571412.0
Коминтерна 105,1.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.347799,43.870934,1408.0,Бродвей-пицца,3.0,1375374393.0
просп. Ленина 33,5.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.287507,43.928785,1409.0,Бродвей-пицца,3.0,1429798681.0
Б.Покровская 8К8,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.324321,44.003103,1410.0,Бродвей-пицца,3.0,
Белинского 124,2.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.31897,44.025516,1411.0,Мир пиццы,3.0,1405241869.0
Героев Космоса 2,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.358891,43.822793,1412.0,Посиделкин,3.0,1337893823.0
Коммунистическая 23,2.0,10.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,48.719373,44.527297,1413.0,Баязет,3.0,1400357617.0
Бориса Богаткова 208К1,12.0,99.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.035539,82.976071,1414.0,Мао,3.0,1475341075.0
Георгиевский съезд 3,70.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.328459,44.023306,1415.0,Александровский сад,3.0,1487874765.0
Рождественская 24,3.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.327655,43.988047,1416.0,IL porto,3.0,1390198840.0
Черняховского ,6.0,134.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,45.02875,41.97468,1417.0,Рояль,3.0,1482435711.0
Варшавское ш. 30К2,11.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.682772,37.622693,1418.0,Сезам,3.0,1470030346.0
Куйбышева 44,1.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.826862,60.615962,1419.0,City-bar,3.0,1339168363.0
просп. Октября 128К2,0.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.773678,56.031158,1420.0,Дон Кихот,3.0,1346345332.0
Шварца 17,4.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.796787,60.626697,1421.0,Суши-ко,3.0,1448471881.0
Карла Либнехта 23,3.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.840193,60.610554,1422.0,Сандей,3.0,1347682962.0
просп. Ленина 43,2.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.839602,60.610662,1423.0,Sun Cafe,3.0,1318563260.0
Новомостовая 3,0.0,151.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,54.716445,55.950705,1424.0,Блюз,3.0,1342551816.0
Буденновский просп. 96,9.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.237345,39.700433,1425.0,Бульвар,3.0,1431114091.0
2-я Краснодарская 98,10.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.20369,39.617537,1426.0,Прото Хаус,3.0,1448100796.0
Буденновский просп. 3,12.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.215382,39.708841,1427.0,Fashion Cafe,3.0,1409366895.0
просп. Александра Невского 30,0.0,112.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,61.781487,34.383206,1428.0,Paparazzi,3.0,1280940828.0
Сулимова 50,0.0,49.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.863336,60.630856,1429.0,Блин Сметаныч,3.0,
Б.Садовая 80,0.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,1430.0,La terrazza,3.0,
наб. канала Грибоедова ,3.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.903756,30.268778,1431.0,Face Cafe,3.0,1447996395.0
Русанова пр. 25К1,7.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.856578,37.641665,1432.0,В гостях у Домового,3.0,1479322383.0
Пресненский вал 14К1,5.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.766339,37.566404,1433.0,Валерий Чкалов,3.0,1348911330.0
3-я Владимирская 24,3.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.756381,37.788279,1434.0,Василек,3.0,1450363856.0
Маросейка 6К8,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.757126,37.635215,1435.0,Викинг,3.0,
Московский 1К2,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.925619,30.317126,1436.0,Трапеза,3.0,1352808154.0
Исаковского 33,32.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.805027,37.419287,1437.0,Ибица,3.0,1485610071.0
2-й Лесной пер. 11,2.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.780983,37.587173,1438.0,Pathe,3.0,1405588280.0
Думская 1К3,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.934123,30.328498,1439.0,Саванна,3.0,
Седова 11,1.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.899252,30.403103,1440.0,Che Quick,3.0,1329465993.0
Б.Морская 39,1.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.932996,30.309472,1441.0,Ротонда,3.0,1381135420.0
 ,0.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,1442.0,Вуаля,3.0,
Сухэ-Батора 15,0.0,57.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,52.283853,104.286329,1443.0,Рокфор,3.0,1331817502.0
Вознесенский пер. 7,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.758012,37.603855,1444.0,Терране — кухня солнца,3.0,
Коммуны 67,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.96857,30.482766,1445.0,Охта,3.0,1448393968.0
Садовая-Спасская 13К2,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.770573,37.645034,1446.0,Ходжа Насреддин в Коканде,3.0,1354635183.0
Тюшина 8,4.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.916663,30.3496,1447.0,Лесной,3.0,1425642291.0
просп. Просвещения 19,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,60.052452,30.331499,1448.0,Панда,3.0,1347622025.0
Средний просп. В.О. 1,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.946175,30.288425,1449.0,Сыт-пьян,3.0,1340621873.0
9-я линия В.О. 30,6.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.940682,30.277609,1450.0,Суши-хауз,3.0,1391194080.0
Б.Якиманка 52,334.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.731759,37.611455,1451.0,Pancho Villa,3.0,1489690107.0
Миргородская 10,1.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.925813,30.371043,1452.0,Гянджа,3.0,1375893494.0
Октябрьская пл. 1,0.0,95.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,56.323053,44.009059,1453.0,Венский вальс,3.0,
Желябова ,2.0,57.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,52.288403,104.287416,1454.0,Арена,3.0,1392711785.0
Дивенская 2,4.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.959854,30.318976,1455.0,Олд сити,3.0,1385627362.0
Левобережная 20,2.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.206096,39.762659,1456.0,Зеленый попугай,3.0,1477517835.0
Б.Садовая 115,0.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,1457.0,Ацтек,3.0,
Шаумяна 96,6.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.220756,39.715785,1458.0,Азия,3.0,1431461054.0
Крепостной пер. 99,2.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.230248,39.734156,1459.0,Пиццерия на Крепостном,3.0,1371993669.0
Ворошиловский просп. 105,4.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.235638,39.711985,1460.0,Pizza Italiano,3.0,1412590300.0
Ленинградский просп. 48К1,46.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.796233,37.543255,1461.0,Золотая Бухара,3.0,1487855406.0
Гончарная 18,2.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.929069,30.367863,1462.0,Фиффа,3.0,1367390405.0
Рабоче-Крестьянская 14,0.0,10.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,48.696608,44.498416,1463.0,Джульетта,3.0,1347383927.0
Мытнинская наб. 6,21.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.948492,30.305618,1464.0,Терраса,3.0,1438439375.0
Краснознаменская ,11.0,10.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,48.705884,44.508711,1465.0,Жар Пицца,3.0,1486834385.0
Ополченская 61,2.0,10.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,48.790644,44.581878,1466.0,Бегемот,3.0,1392101257.0
Малый просп. П.С. 68,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.963521,30.301818,1467.0,У камина,3.0,1337707310.0
Профессора Попова 47,0.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.971177,30.287077,1468.0,Красная колонна,3.0,1320254444.0
45-я Линия/Левобережная ,0.0,119.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,47.227163,39.744918,1469.0,Шанс,3.0,
Депутатская 34,1.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.974572,30.270647,1470.0,Сытый остров,3.0,1336656467.0
М.Дмитровка 3К1,0.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.76718,37.606011,1471.0,Балтийский хлеб,3.0,
Аминева 28,7.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.24978,50.208548,1472.0,Два капитана,3.0,1449319930.0
Георгия Димитрова 39,1.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.255011,50.237312,1473.0,Блюз,3.0,1384235676.0
Куйбышева 73,0.0,123.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,53.18465,50.087734,1474.0,Дакота,3.0,1337661114.0
-Сенная 23К25,145.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.743963,37.582628,1475.0,Де Марко,3.0,1485982884.0
Витебский просп. 17,9.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.870425,30.353525,1476.0,Трасса,3.0,1419407989.0
Моисеенко 22а,4.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,1477.0,Тропики,3.0,1399390418.0
Невский просп. 95,48.0,2.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,59.929975,30.366138,1478.0,Bistrot Garcon,3.0,1487878967.0
Тверская 31,3.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.76917,37.596642,1479.0,Пиццериссимо,3.0,1481424766.0
Матвеевская 9,48.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.702982,37.459451,1480.0,McDonald`s,3.0,1484200422.0
Ленинградский просп. 37К3,10.0,1.0,1.0,1280742023.0,https://vk.com/images/places/restaraunt.png,55.793647,37.545069,1481.0,Хуторок,3.0,1441468065.0
